row_id,COUNTRY_CODE,signal,BENEFIT_OPEN,TRUST_OPEN,decision,reason
54977,NZL,MD,"Hmm.... Supposedly, when looking at it, you think it's yourself, but in the long run, It's all about upgrading to create something that removes the purpose of what you have been born to do yourself. 
Personally, my thoughts are, scientifically, someone wants to create or invent something to have ""control"" or power over!",,valid,
54993,NZL,MD,,professional knowledge,valid,
54999,NZL,OE,Students let them have better knowledge and prospects,,valid,
55016,NZL,MD,,The research that goes into it,valid,
55034,NZL,OE,,,invalid,两题都空
55080,NZL,OE,,,invalid,两题都空
55169,NZL,OE,People with health problems benefit from science and testing but I donÕt like the fact that we use animals in the testing but I know we have to use them,,valid,
55186,NZL,MD,Me and all the people.,,valid,
55203,NZL,OE,"Imagine if your family suddenly stopped watching TV at home. What would you do with all that extra room? If you ask a scientist, there is no such thing as a satisfactory result. Your descendants will be eternally grateful to you for providing them with the means to communicate with millions of people worldwide from the convenience of their own home computers.",,valid,
55209,NZL,OE,,,invalid,两题都空
55210,NZL,OE,,,invalid,两题都空
55222,NZL,OE,,,invalid,两题都空
55273,NZL,OE,,specialized knowledge,valid,
55295,NZL,OE,,,invalid,两题都空
55310,NZL,OE,,Scientific change reduces poverty everywhere,valid,
55433,NZL,OE,,,invalid,两题都空
55450,NZL,OE,,,invalid,两题都空
55495,NZL,OE,,,invalid,两题都空
55496,NZL,OE,,,invalid,两题都空
55497,NZL,OE,,,invalid,两题都空
55498,NZL,OE,,,invalid,两题都空
55506,NZL,OE,,Scientist should have to make connection with public as well for the better approach in society so that people can easily trust on their research and on them as well,valid,
55507,NZL,OE,We have lots of benefits of science like the electricity when we need to run any type of machine or when have to talk to any one we generally use cell phone that all are the part of science,,valid,
55509,NZL,OE,,,invalid,两题都空
55551,NZL,OE,,scientist have to do a proper research while inventing any of the tech or transportation and also have to come on public platform also for the better bond with public so that people can relate with them an try to understand them,valid,
55616,PER,MD,"Creo que los mayores beneficiados del avance de la ciencia son las organizaciones o empresas, ya que atravez de diferentes investigaciones se puede obtener nuevas formas o métodos para ser utilizados como recursos.",,valid,
55629,PER,MD,El hombre. Porque a raíz de que avanza la ciencia la tecnología va en aumento y mejora para el hombre.,,valid,
55757,PER,MD,"La humanidad, pues diarimente se descubren nuevos temas que nos ayudan en el bienestar de la humanidad, sin los cientificos no tendríamos la estabilidad que hay ahora",,valid,
55850,PER,OE,Pienso que los más beneficiados son las empresas de medicamentos ya que ellos lo ven como negocio es por eso que invierten bastante en avances científicos,,valid,
56198,PHL,OE,"Ang pinaka-nakikinabang sa siyensiya at agham ay ang sangkatauhan. Sapagkat sa pamamagitan ng discoveries at inventions ay nalalaman natin ang kahalagahan o pakinabang sa iba't-ibang bagay, gawa man ng kalikasan o gawa ng tao. Gayun din, naipapaalam sa atin ang mga cons o disadvantage aa paggamit ng mga bagay na nais natin gamitin sampu ng mga babala at panganib na maaaring kaharapin kung ipagpapatuloy ang paggamit ng mga iba't-ibang bagay.",,valid,
56322,PHL,OE,,Having transparency in my opinion is one of the traits in which an individual is considered trustworthy.,valid,
56398,PHL,OE,The people and the government,,valid,
56497,PHL,MD,,100%,invalid,T:纯非字母
56552,PHL,MD,I think all of people because science is very important.,,valid,
56600,PHL,OE,"Science answers all matters covering objects and events happening in our world, whether natural or unusual that gets broader and complicated by compounding (where one multiplies or replicates by number or mutation - e.g. results/effects from factory emissions and/or corrosion by non-living elements like rock and soil) objects and technology (simple to automated, e.g. heat and electric appliances). By people, using it divides them into aware and innocent ones, with benefit occurring most for ones ""aware"", whether open or closed into learning about how broad and endless its usage and features are to know what's out (not inside/hidden) in our world (differences of self and environment: former is for work/duties while latter is exploration and consciousness) - that we need to know to get safe and compliant with it (i.e., avoidance and antagonism gets bad/adverse with it: people isn't informed with knowledge to answer changes that occur).",,valid,
56719,PHL,MD,,By their specific and truthful opinion and their conclusion,valid,
56812,POL,MD,Andrzej Duda bo jest prezydentem,,valid,
56846,POL,MD,,Nie wiem czy to g w dniu dzisiejszym świecie i nie wiem czy 76 w dniu dzisiejszym świecie i,valid,
56957,POL,OE,"NIE MA NIC LEPSZEGO JAK OSIĄGNIĘCIE SUKCESU I TO JEST NAJWAŻNIEJSZE  BY DZIĘKI NAUCE WPROWADZAĆ INNOWACJE I WYNALAZKI, KTÓRE ULEPSZĄ LUDZKIE ŻYCIE. PRACA JAKO NAUKOWIEC, LEKARZ ,PEDAGOG POZWALA ZMIENIAC ŚWIAT",,valid,
57010,POL,MD,,Stoi po stronie pisu,valid,
57044,POL,MD,,przekonaniw,valid,
57275,POL,OE,"Mądrzy ludzie, którzy na tym zarabiają",,valid,
57632,POL,OE,"bogaci ludzie, którzy wykiezystują to w stosunku do niewykształconych ludzi",,valid,
57705,POL,MD,,Pieniądze i uznanie.,valid,
57875,POL,MD,,Nie wiem,valid,
57883,POL,OE,,"naukowiec jest godny zaufania, kiedy ma doświadczenie w danym temacie, kiedy widać, że ten temat jest mu bliski lub podoba się i on ciągle rozwija się w nim",valid,
57922,POL,MD,,"Tak, ponieważ ma bardzo dużą wiedzę, którą może przekazać innym",valid,
58180,POL,OE,,Nauka powinna wykształcać w człowieku cechy które sprawiają że jest godny zaufania,valid,
58247,POL,MD,rząd czerpie korzyści,,valid,
58440,POL,OE,,"Według mnie jest wiele przyczyn dlaczego konkretny naukowiec jest godny zaufania. Między innymi opinie innych, lub wykształcenie danego naukowca.",valid,
58448,POL,OE,,"Wiedza,autorytet naukowy",valid,
58459,POL,OE,,Jego pasja a nie chec zysku,valid,
58529,POL,MD,Studenci poniewaz znaja teo,,valid,
58537,POL,OE,,Wymysla nowe rzeczy z niczego,valid,
58582,POL,MD,Myślę że dobrze i lubię bardzo jesc,,valid,
58899,POL,OE,,DOWODY JAKIMI DYSPONUJE,valid,
59055,POL,OE,"Najwięcej korzyści czerpią osoby najbardziej zamożne, gdyż pierwsze mają do niej dostęp",,valid,
59057,POL,MD,,"Wiele lat się uczył, czytal książki miał wykłady, posiada sprzęt do badań",valid,
59320,POL,MD,,nic,valid,
59331,POL,OE,Ludzie,,valid,
59693,POL,OE,,"Myślę, że powinien mieć spore doświadczenie i dorobek naukowy, który pozwala ocenić jego wiarygodność. Nie powinien natomiast być powiązany z polityką, biznesem itp. gdyż wtedy stanie się tendencyjny.",valid,
59790,ROU,MD,,"Informeaza autentic, inteligibil pentru toată lumea, si nu se ferește de dialog",valid,
59849,ROU,AT,Oamenii in general,,valid,
59930,ROU,MD,,Sunt matematician. Deci sa nu greseasca demonstratia.,valid,
60120,ROU,AT,"Intelectualii, care sunt curiosi ori din cauza ocupatiei pe care le au, ori Pur sí simlu. Ín al doilea rand societetea, care castiga din beneficiile stiintei (medicina, computerizare, automatizare, etc.)",,valid,
60164,ROU,MD,,Să nu mintă,valid,
60303,SRB,MD,Naučnici,,valid,
60323,SRB,MD,Nasa zato sto mogu da je iskoriste da spase svet,,valid,
60618,SRB,OE,Čitavo čovečanstvo.,,valid,
60973,RUS,OE,,Его открытия и польза для общества,valid,
61108,RUS,OE,Военные и торговцы - наука находится под давлением капитала,,valid,
61120,RUS,OE,"Наука важна для всех. Так как она затрагивает все сферы жизни людей. Поэтому я считаю, что развитие науки важно для всего человечества.То есть для каждого.",,valid,
61151,RUS,OE,Государство и отдельные личности.,,valid,
61249,RUS,MD,,"Публикации в известных изданиях, награды",valid,
61397,RUS,OE,Государство. Возможность развития.,,valid,
61521,RUS,MD,,официально признанные достижения,valid,
61673,RUS,MD,I'm a student of ICT. And most of my life filled with science.,,valid,
61704,RUS,MD,,"опыты, которые проводятся не на животных и достоверные аргументы",valid,
61728,RUS,MD,,Если его открытия воплощаются в жизнь!,valid,
61776,RUS,MD,"государство не однородно. Граждане являются его членами, а не подданными. Тщательно изучив историю представительских учреждений на Западе, ученый сопоставлял их с русскими земскими соборами, которые, по его мнению, больше всего походили на французские Генеральные штаты. Но в условиях самодержавия земские соборы имели гораздо меньшее значение, чем сходные учреждения на Западе. Подход, предложенный в работах Б.Н.Чичерина, положил начало новому направлению в русской историографии, основанному на сравнении западных и российской государственных систем.",,valid,
61912,RUS,MD,ГОСУДАРСТВО,,valid,
61992,RUS,OE,,Использование научного метода.,valid,
62110,RUS,OE,Ученые,,valid,
62227,RUS,OE,,"Ученый заслуживает доверия, если его теории/гипотезы имеют хоть какие-то доказательства, не основаны на чем-то сверхъестественном или религиозном",valid,
62268,RUS,OE,"Производители. Оптимизация достигается использованием новых технологий, полученных из науки",,valid,
62342,SWE,MD,Vet ej,,valid,
62366,SWE,MD,,,invalid,两题都空
62400,SWE,OE,mänskor,,valid,
62463,SWE,OE,De som har kunskap om aktier och fonder. Nya metoder och vacciner/mediciner leder till nya pengar som kan investeras,,valid,
62514,SWE,MD,,Dåliga tider,valid,
62536,SWE,OE,De yngre som behöver en bättre uppfattning om världen å klimat,,valid,
62631,SWE,OE,Den enskilda individen,,valid,
62706,SWE,OE,,Vet ej,valid,
62764,SWE,OE,Sjxb,,invalid,B:短无元音
62794,SWE,MD,,Att den är gjord via ett universitet med en forskare,valid,
63129,SWE,OE,,Att de varit noggrann och kan redovisa hur de kommit fram till svaren,valid,
63372,TUR,OE,Bilimden tıp dünyası dahaçok yararlanıyor çünkü gelişimlerinde bilime ihtiyaç duyuyorlar.,,valid,
63522,TUR,MD,,araştırmaları ve sonuçları,valid,
63533,TUR,MD,Bilimle pek alakam yok,,valid,
63747,TUR,MD,İş adamları olanakları dogrultusunda,,valid,
63835,TWN,MD,電腦,,valid,
63852,TWN,OE,"大家
因為科學為現代進度的發展",,valid,
64327,TWN,OE,若將科學落實於生活中，則普羅大眾將最為受益。,,valid,
64381,TWN,MD,,探尋真理，而非受政治或金錢操弄,valid,
64569,TWN,OE,大多人都受益科學科學運用在生活上的很多事情幫助我們讓生活更便利,,valid,
64672,TWN,OE,"每一位人民,
受益於科學帶來的成果",,valid,
64761,TWN,MD,人類，因為生活變得更便利,,valid,
64892,TWN,MD,,實證.實驗精神,valid,
64907,TWN,MD,,數據跟不斷的驗證,valid,
65227,UKR,OE,найбільшу користь від науки отримує людство,,valid,
65293,UKR,MD,,Не знаю,valid,
65316,UKR,OE,діти тому що для їх віку це необхідно,,valid,
65332,UKR,MD,На мою думку найбільшу користь отримують олігархи! Вони використовують науку в своїх цілях щоб задурити голову массам людей!,,valid,
65456,UKR,OE,Человек. Любое направление в науке облегчает ему жизнь.,,valid,
65520,UKR,OE,"Пользу от науки получают все цивилизованные люди через технологии, повышающие качество жизни.",,valid,
65615,UKR,OE,,"Работы,практика,результат.",valid,
65652,UKR,OE,,"Корисні для людства відкриття,  такі як ліки від невиліковних хвороб",valid,
65710,UKR,OE,,Наука в дії а не на папері,valid,
65868,UKR,OE,,"Вчений, що виконує свою роботу сумлінно",valid,
65962,UKR,MD,,Востребованым,valid,
66012,UKR,MD,,ничего,valid,
66029,UKR,MD,,дослідження,valid,
66050,UKR,MD,,Не какає біля лабораторії,valid,
66257,UGA,OE,"The general public all around the world,discoveries have been made through science that saved lives and made life easy",,valid,
66284,UGA,MD,,"Integrity; Scientists must adhere to a strong code of ethics, ensuring they conduct research honestly and accurately, and report their findings transparently. Manipulating or fabricating data erodes trust.",valid,
66444,UGA,OE,science helps us see things in new aspects,,valid,
66536,UGA,OE,Innovation of new things. Science helps to innovate news things in existence hence creation of jobs,,valid,
66547,UGA,MD,,Living things,valid,
66664,USA,OE,,How are you feeling today but I can do that question i tire and auto to get a,valid,
66680,USA,OE,Human beings benefit most from science because it more easier for us to cram and succeed,,valid,
66818,USA,OE,,I would say very interesting and lovely brand that’s incredible Helpfuk,valid,
66820,USA,OE,The whole public,,valid,
66841,USA,MD,,if they can back up a hypothesis w concrete data that backs it,valid,
66906,USA,OE,,I really love everything about this,valid,
66932,USA,OE,Everybody really. Although I think that's a dumb and obvious question. At the same time though we also have the misfortune of being taught things from science that we are told later is wrong.,,valid,
66968,USA,MD,,Cause of him being smart,valid,
67019,USA,OE,,Well first off his credentials he s education background and whatever work they do if that work has done any good for the world,valid,
67069,USA,MD,I’m going out to eat and I don’t want you guys to feel bad,,valid,
67077,USA,MD,,Showing their findings and projects to  the media,valid,
67171,USA,OE,Engineers because of the weather I will be in touch with you and your family a very nice day to be out of the office,,valid,
67183,USA,OE,"because develop new technology, solve practical problems, and make informed decisions.",,valid,
67211,USA,OE,"I think society as a whole benefits the most from science. Science has the potential to improve the quality of life for all people by improving health outcomes, providing access to new technologies and innovations, and solving some of the world's most pressing problems such as climate change, poverty, and food insecurity.",,valid,
67240,USA,OE,it was good,,valid,
67241,USA,OE,I think the populace benefits more than any other race because science is facts,,valid,
67329,USA,OE,,it is  very good,valid,
67379,USA,OE,"Science did easy our Daily and long life, wr all get benefit of science",,valid,
67393,USA,OE,most like science,,valid,
67463,USA,OE,"It is nice for me to use, and I love everything about it",,valid,
67497,USA,OE,,very well and like all very well and good,valid,
67504,USA,OE,The till characters in a few weeks ago but it will probably take a picture with the job is going,,valid,
67536,USA,MD,,I think science is pretty cool,valid,
67802,USA,OE,,They are open and honest with their information,valid,
67813,USA,MD,,The research and affirm in it,valid,
67884,USA,OE,"everybody, in one way or another. hard to choose",,valid,
67974,USA,OE,,Very much for you and I will call you in the hospital for the environment for you and your house to come in for an interview at the end and the address for the same price,valid,
67982,USA,MD,I love you mama mama mommy love,,valid,
67996,USA,OE,,When his findings benefit the entire planet.,valid,
68007,USA,OE,,the Valley Hospital and the family is a great way to go about this and it would have to do in,valid,
68011,USA,OE,well,,valid,
68021,USA,MD,,Don't know,valid,
68061,USA,OE,Excellent good quality this survey,,valid,
68064,USA,OE,Everyone because it's necessary for us to know what's going on in the world around us,,valid,
68199,USA,OE,,I think that would depend on the scientist and getting to know them. A person is trustworthy or they're not. I would like to think that all scientists were trustworthy and I would like to think that all  people are trustworthy but scientists are just like everyone else.,valid,
68259,USA,OE,,One who is not funded or influenced by an entity that is controlling him/her.,valid,
68338,USA,OE,,"Nothing, but their ideals in advancing society makes me believe they favor a specific side",valid,
68363,USA,OE,The scientists of course and the people in this country we need to know why things happen the way they do and what they can do to help us as the people to help with infections to live longer to help the sick etc etc,,valid,
68452,USA,OE,I have no clue at all to be honest.,,valid,
68505,USA,OE,,Science is the best object,valid,
68604,USA,MD,,there intelligents,valid,
68660,COD,MD,Moi même je bénéficie de la science car ça me permet d'apprendre les matières non apprises à l'université.,,valid,
68668,COD,MD,,Par rapport à sa capacité à impacter sur la vie humaine,valid,
68696,COD,MD,"Le médecin, pour améliorer leur connaissance",,valid,
68760,USA,OE,Quarantine science,,valid,
68781,USA,OE,Schedule is for me tomorrow or Tuesday at work so,,valid,
69020,USA,OE,,it's unique and different,valid,
69356,USA,OE,,It is not a half day location of my stuff in about it I dey oo l I can't be there in a few minutes,valid,
69371,COD,OE,,Son expérience,valid,
69466,COD,OE,"C'est les personnels de santé , parcequ;ils sont obligé de connaitre tout mouvement sur les produits et leure adminstration",,valid,
69639,URY,MD,"Y es un conjunto los científicos, que van de la mano Cón la política",,valid,
69732,URY,AT,La humanidad porque sus avances permiten mejorar la calidad y expectativa de vida además de aumentar el conocimiento,,valid,
69779,URY,MD,,Su experiencia su credibilidad el interés y compromiso sin fines de lucro,valid,
69910,CMR,MD,,Ouï,valid,
70193,CMR,MD,,Il me faut beaucoup à apprendre,valid,
70316,CMR,OE,L'humanité est la principale bénéficiaire des bienfaits de la science. La science facilite la vie de l'homme et lui permet de mieux comprendre le monde,,valid,
70347,CMR,MD,Plante and animals because that of plante and animals been found in work about every day?,,valid,
70666,CIV,OE,L’homme parce que l’environnement dans lequel nous vivons est lié à la science,,valid,
70700,CIV,MD,Bah jai pas de réponse car je sais pas qui choisis,,valid,
70749,CIV,MD,Sa je ne sais pas,,valid,
71018,ZAF,OE,,When they can prove that their products and finding are real.,valid,
71116,ZAF,OE,"I think that people who are rich benefit the most, because they can afford new technology items, better education, health care and their opinions matters or are respected the most.",,valid,
71306,ZAF,MD,,They collect the data and previous and compare it to make predictive models that are 90% accurate. That's why scientists are trustworthy.,valid,
71449,ZAF,OE,,research backed by others not linked and no money involved,valid,
71616,ZAF,MD,,His answers,valid,
71752,ZAF,OE,,Adherence to scientific principles and peer review; in combination with his/her moral character and positive intention.,valid,
71754,ZAF,MD,I love science and I think it helps us to improve our lives. There is one exception. I don't believe in evolution because it is against the Bible.,,valid,
71796,ZAF,OE,"If the word science means ONLY ""by testing and observation"", then I have the greatest respect for scientists. If the word science is used in todays broader sense of the word, then I have NO respect for the scientists involved.",,valid,
